Time,Score
2023-05-18 13:17:07,90
2023-05-18 13:32:08,90
2023-05-18 13:47:09,90
2023-05-18 14:02:10,90
2023-05-18 14:17:12,90
2023-05-18 14:32:13,90
2023-05-18 14:47:14,90
2023-05-18 15:02:15,90
2023-05-18 15:17:16,90
2023-05-18 15:32:17,90
2023-05-18 15:47:18,90
2023-05-18 16:02:19,90
2023-05-18 16:17:20,90
2023-05-18 16:32:22,90
2023-05-18 16:47:23,90
2023-05-18 17:02:24,90
2023-05-18 17:17:25,90
2023-05-18 17:32:26,90
2023-05-18 17:47:27,90
2023-05-18 18:02:28,90
2023-05-18 18:17:30,90
2023-05-18 18:32:31,91
2023-05-18 18:47:32,92
2023-05-18 19:02:33,93
2023-05-18 19:17:34,93
2023-05-18 19:32:35,93
2023-05-18 19:47:36,93
2023-05-18 20:02:37,93
2023-05-18 20:17:39,93
2023-05-18 20:32:40,93
2023-05-18 20:47:41,93
2023-05-18 21:02:42,93
2023-05-18 21:17:43,93
2023-05-18 21:32:44,93
2023-05-18 21:47:45,93
2023-05-18 22:02:46,93
2023-05-18 22:17:47,93
2023-05-18 22:32:48,93
2023-05-18 22:47:49,93
2023-05-18 23:02:51,93
2023-05-18 23:17:52,93
2023-05-18 23:32:53,93
2023-05-18 23:47:54,93
2023-05-19 00:02:55,93
2023-05-19 00:17:56,93
2023-05-19 00:32:57,93
2023-05-19 00:47:58,93
2023-05-19 01:03:02,93
2023-05-19 01:18:03,93
2023-05-19 01:33:05,92
2023-05-19 01:48:06,91
2023-05-19 02:03:07,91
2023-05-19 02:18:09,91
2023-05-19 02:33:10,91
2023-05-19 02:48:11,91
2023-05-19 03:03:12,91
2023-05-19 03:18:14,91
2023-05-19 03:33:15,91
2023-05-19 03:48:17,91
2023-05-19 04:03:18,91
2023-05-19 04:18:20,91
2023-05-19 04:33:21,91
2023-05-19 04:48:23,91
2023-05-19 05:03:25,91
2023-05-19 05:18:27,91
2023-05-19 05:33:29,91
2023-05-19 05:48:30,91
2023-05-19 06:03:31,91
2023-05-19 06:18:33,91
2023-05-19 06:33:35,91
2023-05-19 06:48:36,91
2023-05-19 07:03:38,91
2023-05-19 07:18:40,91
2023-05-19 07:33:41,91
2023-05-19 07:48:42,91
2023-05-19 08:03:44,91
2023-05-19 08:18:46,91
2023-05-19 08:33:47,91
2023-05-19 08:48:49,91
2023-05-19 09:03:50,91
2023-05-19 09:18:52,92
2023-05-19 09:33:53,93
2023-05-19 09:48:55,94
2023-05-19 10:03:56,94
2023-05-19 10:18:58,94
2023-05-19 10:33:59,94
2023-05-19 10:49:01,94
2023-05-19 11:04:02,94
2023-05-19 11:19:03,94
2023-05-19 11:34:04,94
2023-05-19 11:49:06,94
2023-05-19 12:04:07,94
2023-05-19 12:19:07,94
2023-05-19 12:34:09,94
2023-05-19 12:49:10,94
2023-05-19 13:04:11,94
2023-05-19 13:19:12,94
2023-05-19 13:34:13,94
2023-05-19 13:49:15,94
2023-05-19 14:04:16,94
2023-05-19 14:19:17,94
2023-05-19 14:34:19,94
2023-05-19 14:49:23,94
2023-05-19 15:04:24,94
2023-05-19 15:19:26,94
2023-05-19 15:34:27,94
2023-05-19 15:49:29,94
2023-05-19 16:04:31,94
2023-05-19 16:19:32,94
2023-05-19 16:34:33,94
2023-05-19 16:49:34,94
2023-05-19 17:04:36,94
2023-05-19 17:19:37,94
2023-05-19 17:34:38,94
2023-05-19 17:49:39,94
2023-05-19 18:04:40,94
2023-05-19 18:19:41,94
2023-05-19 18:34:42,94
2023-05-19 18:49:44,94
2023-05-19 19:04:45,94
2023-05-19 19:19:47,94
2023-05-19 19:34:48,94
2023-05-19 19:49:49,94
2023-05-19 20:04:50,94
2023-05-19 20:19:52,94
2023-05-19 20:34:53,94
2023-05-19 20:49:54,94
2023-05-19 21:04:55,94
2023-05-19 21:19:56,94
2023-05-19 21:34:57,94
2023-05-19 21:49:58,94
2023-05-19 22:05:00,94
2023-05-19 22:20:01,94
2023-05-19 22:35:02,94
2023-05-19 22:50:03,94
2023-05-19 23:05:05,94
2023-05-19 23:20:06,94
2023-05-19 23:35:22,94
2023-05-19 23:50:23,94
2023-05-20 00:05:24,94
2023-05-20 00:20:25,94
2023-05-20 00:35:26,94
2023-05-20 00:50:27,94
2023-05-20 01:05:28,94
2023-05-20 01:20:29,94
2023-05-20 01:35:31,95
2023-05-20 01:50:32,96
2023-05-20 02:05:34,96
2023-05-20 02:20:35,96
2023-05-20 02:35:36,96
2023-05-20 02:50:37,97
2023-05-20 03:05:37,97
2023-05-20 03:20:38,96
2023-05-20 03:35:41,97
2023-05-20 03:50:41,95
2023-05-20 04:05:43,96
2023-05-20 04:20:44,96
2023-05-20 04:35:45,97
2023-05-20 04:50:46,96
2023-05-20 05:05:47,97
2023-05-20 05:20:48,95
2023-05-20 05:35:49,96
2023-05-20 05:50:50,96
2023-05-20 06:05:51,96
2023-05-20 06:20:53,95
2023-05-20 06:35:54,96
2023-05-20 06:50:54,96
2023-05-20 07:05:55,96
2023-05-20 07:20:56,96
2023-05-20 07:35:57,96
2023-05-20 07:50:58,96
2023-05-20 08:05:59,96
2023-05-20 08:21:01,95
2023-05-20 08:36:01,96
2023-05-20 08:51:03,96
2023-05-20 09:06:03,96
2023-05-20 09:21:05,96
2023-05-20 09:36:06,96
2023-05-20 09:51:07,96
2023-05-20 10:06:08,96
2023-05-20 10:21:09,96
2023-05-20 10:36:10,96
2023-05-20 10:51:11,96
2023-05-20 11:06:12,96
2023-05-20 11:21:13,96
2023-05-20 11:36:14,96
2023-05-20 11:51:15,96
2023-05-20 12:06:16,96
2023-05-20 12:21:16,96
2023-05-20 12:36:18,96
2023-05-20 12:51:19,96
2023-05-20 13:06:20,96
2023-05-20 13:21:21,96
2023-05-20 13:36:22,96
2023-05-20 13:51:23,96
2023-05-20 14:06:24,96
2023-05-20 14:21:25,96
2023-05-20 14:36:26,96
2023-05-20 14:51:26,96
2023-05-20 15:06:28,96
2023-05-20 15:21:30,96
2023-05-20 15:36:30,96
2023-05-20 15:51:31,96
2023-05-20 16:06:32,96
2023-05-20 16:21:33,96
2023-05-20 16:36:34,96
2023-05-20 16:51:35,96
2023-05-20 17:06:36,96
2023-05-20 17:21:37,96
2023-05-20 17:36:38,96
2023-05-20 17:51:39,96
2023-05-20 18:08:50,96
2023-05-20 18:23:52,96
2023-05-20 18:38:52,96
2023-05-20 18:53:53,96
2023-05-20 19:08:54,96
2023-05-20 19:23:55,96
2023-05-20 19:38:56,96
2023-05-20 19:53:57,96
2023-05-20 20:08:58,96
2023-05-20 20:23:58,96
2023-05-20 20:38:59,96
2023-05-20 20:54:00,96
2023-05-20 21:09:01,96
2023-05-20 21:24:02,96
2023-05-20 21:39:03,96
2023-05-20 21:54:04,96
2023-05-20 22:09:05,96
2023-05-20 22:24:06,96
2023-05-20 22:39:07,96
2023-05-20 22:54:08,96
2023-05-20 23:09:08,96
2023-05-20 23:24:09,96
2023-05-20 23:39:10,96
2023-05-20 23:54:11,96
2023-05-21 00:09:12,96
2023-05-21 00:24:13,96
2023-05-21 00:39:14,96
2023-05-21 00:54:15,96
2023-05-21 01:09:16,96
2023-05-21 01:24:17,96
2023-05-21 01:39:18,96
2023-05-21 01:54:19,96
2023-05-21 02:09:19,96
2023-05-21 02:24:20,96
2023-05-21 02:39:21,96
2023-05-21 02:54:22,96
2023-05-21 03:09:23,96
2023-05-21 03:24:23,96
2023-05-21 03:39:24,96
2023-05-21 03:54:25,96
2023-05-21 04:09:26,96
2023-05-21 04:24:27,96
2023-05-21 04:39:28,96
2023-05-21 04:54:29,96
2023-05-21 05:09:30,96
2023-05-21 05:24:30,96
2023-05-21 05:39:31,96
2023-05-21 05:54:32,96
2023-05-21 06:09:32,96
2023-05-21 06:24:33,96
2023-05-21 06:39:34,96
2023-05-21 06:54:35,96
2023-05-21 07:09:35,96
2023-05-21 07:24:36,96
2023-05-21 07:39:37,96
2023-05-21 07:54:38,96
2023-05-21 08:09:39,96
2023-05-21 08:24:39,96
2023-05-21 08:39:40,96
2023-05-21 08:54:41,96
2023-05-21 09:09:42,96
2023-05-21 09:24:42,96
2023-05-21 09:39:43,96
2023-05-21 09:54:44,96
2023-05-21 10:09:44,96
2023-05-21 10:24:45,96
2023-05-21 10:39:46,96
2023-05-21 10:54:47,96
2023-05-21 11:09:47,96
2023-05-21 11:24:49,96
2023-05-21 11:39:50,96
2023-05-21 11:54:50,96
2023-05-21 12:09:51,96
2023-05-21 12:24:52,96
2023-05-21 12:39:53,96
2023-05-21 12:54:53,96
2023-05-21 13:09:54,96
2023-05-21 13:24:55,96
2023-05-21 13:39:56,96
2023-05-21 13:54:57,96
2023-05-21 14:09:57,96
2023-05-21 14:24:58,96
2023-05-21 14:39:59,96
2023-05-21 14:55:00,96
2023-05-21 15:10:01,96
2023-05-21 15:25:02,96
2023-05-21 15:40:03,96
2023-05-21 15:55:03,96
2023-05-21 16:10:04,96
2023-05-21 16:25:05,96
2023-05-21 16:40:06,96
2023-05-21 16:55:07,96
2023-05-21 17:10:09,96
2023-05-21 17:25:10,96
2023-05-21 17:40:11,96
2023-05-21 17:55:12,96
2023-05-21 18:10:13,96
2023-05-21 18:25:14,96
2023-05-21 18:40:15,96
2023-05-21 18:55:18,96
2023-05-21 19:10:19,96
2023-05-21 19:25:22,96
2023-05-21 19:40:23,96
2023-05-21 19:55:24,96
2023-05-21 20:10:25,96
2023-05-21 20:25:26,96
2023-05-21 20:40:27,96
2023-05-21 20:55:28,96
2023-05-21 21:10:29,96
2023-05-21 21:25:29,96
2023-05-21 21:40:30,96
2023-05-21 21:55:31,96
2023-05-21 22:10:32,96
2023-05-21 22:25:33,96
2023-05-21 22:40:34,96
2023-05-21 22:55:35,96
2023-05-21 23:10:38,96
2023-05-21 23:25:39,96
2023-05-21 23:40:40,96
2023-05-21 23:55:41,96
2023-05-22 00:10:42,96
2023-05-22 00:25:43,96
2023-05-22 00:40:45,96
2023-05-22 00:55:46,96
2023-05-22 01:10:47,96
2023-05-22 01:25:48,96
2023-05-22 01:40:49,96
2023-05-22 01:55:50,96
2023-05-22 02:10:51,96
2023-05-22 02:25:52,96
2023-05-22 02:40:53,96
2023-05-22 02:55:54,96
2023-05-22 03:10:55,96
2023-05-22 03:25:56,96
2023-05-22 03:40:57,96
2023-05-22 03:55:57,95
2023-05-22 04:10:58,95
2023-05-22 04:26:04,95
2023-05-22 04:41:06,94
2023-05-22 04:56:10,94
2023-05-22 05:11:12,94
2023-05-22 05:26:12,94
2023-05-22 05:41:14,94
2023-05-22 05:56:14,94
2023-05-22 06:11:15,94
2023-05-22 06:26:16,94
2023-05-22 06:41:17,94
2023-05-22 06:56:18,94
2023-05-22 07:11:20,94
2023-05-22 07:26:20,94
2023-05-22 07:41:22,94
2023-05-22 07:56:23,94
2023-05-22 08:11:24,94
2023-05-22 08:26:25,94
2023-05-22 08:41:26,94
2023-05-22 08:56:26,94
2023-05-22 09:11:27,94
2023-05-22 09:26:28,94
2023-05-22 09:41:29,94
2023-05-22 09:56:30,94
2023-05-22 10:11:31,94
2023-05-22 10:26:31,94
2023-05-22 10:41:32,94
2023-05-22 10:56:33,94
2023-05-22 11:11:35,94
2023-05-22 11:26:35,94
2023-05-22 11:41:36,94
2023-05-22 11:56:37,94
2023-05-22 12:11:38,94
2023-05-22 12:26:39,94
2023-05-22 12:41:40,94
2023-05-22 12:56:40,94
2023-05-22 13:11:41,94
2023-05-22 13:26:42,94
2023-05-22 13:41:43,94
2023-05-22 13:56:44,94
2023-05-22 14:11:45,94
2023-05-22 14:26:46,94
2023-05-22 14:41:47,94
2023-05-22 14:56:48,94
2023-05-22 15:11:49,94
2023-05-22 15:26:50,94
2023-05-22 15:41:51,94
2023-05-22 15:56:52,94
2023-05-22 16:11:52,94
2023-05-22 16:26:54,94
2023-05-22 16:41:55,94
2023-05-22 16:56:56,94
2023-05-22 17:11:57,94
2023-05-22 17:26:58,94
2023-05-22 17:41:59,94
2023-05-22 17:57:00,94
2023-05-22 18:12:01,94
2023-05-22 18:27:02,94
2023-05-22 18:42:03,94
2023-05-22 18:57:06,94
2023-05-22 19:12:08,94
2023-05-22 19:27:09,94
2023-05-22 19:42:09,94
2023-05-22 19:57:10,94
2023-05-22 20:12:11,94
2023-05-22 20:27:12,94
2023-05-22 20:42:13,94
2023-05-22 20:57:14,94
2023-05-22 21:12:15,94
2023-05-22 21:27:18,94
2023-05-22 21:42:19,94
2023-05-22 21:57:20,94
2023-05-22 22:12:21,94
2023-05-22 22:27:22,94
2023-05-22 22:42:23,94
2023-05-22 22:57:24,94
2023-05-22 23:12:25,94
2023-05-22 23:27:26,94
2023-05-22 23:42:27,94
2023-05-22 23:57:28,94
2023-05-23 00:12:29,94
2023-05-23 00:27:30,94
2023-05-23 00:42:31,94
2023-05-23 00:57:32,94
2023-05-23 01:12:33,94
2023-05-23 01:27:34,94
2023-05-23 01:42:35,94
2023-05-23 01:57:35,94
2023-05-23 02:12:38,94
2023-05-23 02:27:39,94
2023-05-23 02:42:40,94
2023-05-23 02:57:41,94
2023-05-23 03:12:42,94
2023-05-23 03:27:43,94
2023-05-23 03:42:44,94
2023-05-23 03:57:46,95
2023-05-23 04:12:47,95
2023-05-23 04:27:48,95
2023-05-23 04:42:49,96
2023-05-23 04:57:50,96
2023-05-23 05:12:51,96
2023-05-23 05:27:52,96
2023-05-23 05:42:53,96
2023-05-23 05:57:54,96
2023-05-23 06:12:55,96
2023-05-23 06:27:56,96
2023-05-23 06:42:57,96
2023-05-23 06:57:58,96
2023-05-23 07:12:59,96
2023-05-23 07:27:59,96
2023-05-23 07:43:00,96
2023-05-23 07:58:01,96
2023-05-23 08:13:02,96
2023-05-23 08:28:04,96
2023-05-23 08:43:05,96
2023-05-23 08:58:05,96
2023-05-23 09:13:06,96
2023-05-23 09:28:07,96
2023-05-23 09:43:08,96
2023-05-23 09:58:09,96
2023-05-23 10:13:11,96
2023-05-23 10:28:12,96
2023-05-23 10:43:13,96
2023-05-23 10:58:14,96
2023-05-23 11:13:14,96
2023-05-23 11:28:15,96
2023-05-23 11:43:16,96
2023-05-23 11:58:17,96
2023-05-23 12:13:18,96
2023-05-23 12:28:18,96
2023-05-23 12:43:19,96
2023-05-23 12:58:20,96
2023-05-23 13:13:21,96
2023-05-23 13:28:22,96
2023-05-23 13:43:23,96
2023-05-23 13:58:24,96
2023-05-23 14:13:25,96
2023-05-23 14:28:26,96
2023-05-23 14:43:27,96
2023-05-23 14:58:28,96
2023-05-23 15:13:29,96
2023-05-23 15:28:29,96
2023-05-23 15:43:30,96
2023-05-23 15:58:31,96
2023-05-23 16:13:32,96
2023-05-23 16:28:33,96
2023-05-23 16:43:34,96
2023-05-23 16:58:35,96
2023-05-23 17:13:36,96
2023-05-23 17:28:36,96
2023-05-23 17:43:37,96
2023-05-23 17:58:38,96
2023-05-23 18:13:39,96
2023-05-23 18:28:40,96
2023-05-23 18:43:41,96
2023-05-23 18:58:42,96
2023-05-23 19:13:43,96
2023-05-23 19:28:44,96
2023-05-23 19:43:45,96
2023-05-23 19:58:45,96
2023-05-23 20:13:46,96
2023-05-23 20:28:47,96
2023-05-23 20:43:50,96
2023-05-23 20:58:51,96
2023-05-23 21:13:52,96
2023-05-23 21:28:53,96
2023-05-23 21:43:54,96
2023-05-23 21:58:56,96
2023-05-23 22:13:57,96
2023-05-23 22:28:58,96
2023-05-23 22:43:58,96
2023-05-23 22:58:59,96
2023-05-23 23:14:00,96
2023-05-23 23:29:01,96
2023-05-23 23:44:02,96
2023-05-23 23:59:03,96
2023-05-24 00:14:04,95
2023-05-24 00:29:05,94
2023-05-24 00:44:06,94
2023-05-24 00:59:06,94
2023-05-24 01:14:07,94
2023-05-24 01:29:08,94
2023-05-24 01:44:09,94
2023-05-24 01:59:10,94
2023-05-24 02:14:11,94
2023-05-24 02:29:12,94
2023-05-24 02:44:13,94
2023-05-24 02:59:14,94
2023-05-24 03:14:15,94
2023-05-24 03:29:15,94
2023-05-24 03:44:16,94
2023-05-24 03:59:17,94
2023-05-24 04:14:18,94
2023-05-24 04:29:19,94
2023-05-24 04:44:20,94
2023-05-24 04:59:21,94
2023-05-24 05:14:22,94
2023-05-24 05:29:24,94
2023-05-24 05:44:24,94
2023-05-24 05:59:25,94
2023-05-24 06:14:26,94
2023-05-24 06:29:27,94
2023-05-24 06:44:28,94
2023-05-24 06:59:29,94
2023-05-24 07:14:30,94
2023-05-24 07:29:31,94
2023-05-24 07:44:32,94
2023-05-24 07:59:33,94
2023-05-24 08:14:34,94
2023-05-24 08:29:35,94
2023-05-24 08:44:36,94
2023-05-24 08:59:38,94
2023-05-24 09:14:38,94
2023-05-24 09:29:39,94
2023-05-24 09:44:40,94
2023-05-24 09:59:41,94
2023-05-24 10:14:42,94
2023-05-24 10:29:43,94
2023-05-24 10:44:44,94
2023-05-24 10:59:45,94
2023-05-24 11:14:46,94
2023-05-24 11:29:47,94
2023-05-24 11:44:48,94
2023-05-24 11:59:49,94
2023-05-24 12:14:50,94
2023-05-24 12:29:51,94
2023-05-24 12:44:52,94
2023-05-24 12:59:53,94
2023-05-24 13:14:54,94
2023-05-24 13:29:55,94
2023-05-24 13:44:56,94
2023-05-24 13:59:57,94
2023-05-24 14:14:58,94
2023-05-24 14:29:59,94
2023-05-24 14:45:00,94
2023-05-24 15:00:01,94
2023-05-24 15:15:02,94
2023-05-24 15:30:03,94
2023-05-24 15:45:04,94
2023-05-24 16:00:04,94
2023-05-24 16:15:05,94
2023-05-24 16:30:07,94
2023-05-24 16:45:07,94
2023-05-24 17:00:08,94
2023-05-24 17:15:09,94
2023-05-24 17:30:10,94
2023-05-24 17:45:27,94
2023-05-24 18:00:29,94
2023-05-24 18:15:30,94
2023-05-24 18:30:31,94
2023-05-24 18:45:33,94
2023-05-24 19:00:34,94
2023-05-24 19:15:35,94
2023-05-24 19:30:37,94
2023-05-24 19:45:38,94
2023-05-24 20:00:39,94
2023-05-24 20:15:40,94
2023-05-24 20:30:41,94
2023-05-24 20:45:43,94
2023-05-24 21:00:44,94
2023-05-24 21:15:45,94
2023-05-24 21:30:47,94
2023-05-24 21:45:48,94
2023-05-24 22:00:49,94
2023-05-24 22:15:50,94
2023-05-24 22:30:52,94
2023-05-24 22:45:52,94
2023-05-24 23:00:54,94
2023-05-24 23:15:55,94
2023-05-24 23:30:56,94
2023-05-24 23:45:57,94
2023-05-25 00:00:59,94
2023-05-25 00:16:00,95
2023-05-25 00:31:01,96
2023-05-25 00:46:02,96
2023-05-25 01:01:03,96
2023-05-25 01:16:05,96
2023-05-25 01:31:05,96
2023-05-25 01:46:06,96
2023-05-25 02:01:07,96
2023-05-25 02:16:08,96
2023-05-25 02:31:09,96
2023-05-25 02:46:10,96
2023-05-25 03:01:12,96
2023-05-25 03:16:13,96
2023-05-25 03:31:14,96
2023-05-25 03:46:15,96
2023-05-25 04:01:16,96
2023-05-25 04:16:17,96
2023-05-25 04:31:18,96
2023-05-25 04:46:19,96
2023-05-25 05:01:20,96
2023-05-25 05:16:21,96
2023-05-25 05:31:22,96
2023-05-25 05:46:23,96
2023-05-25 06:01:25,96
2023-05-25 06:16:26,96
2023-05-25 06:31:27,96
2023-05-25 06:46:29,96
2023-05-25 07:01:30,96
2023-05-25 07:16:31,96
2023-05-25 07:31:32,96
2023-05-25 07:46:33,96
2023-05-25 08:01:34,96
2023-05-25 08:16:35,96
2023-05-25 08:31:36,96
2023-05-25 08:46:37,96
2023-05-25 09:01:39,96
2023-05-25 09:16:40,96
2023-05-25 09:31:41,96
2023-05-25 09:46:42,96
2023-05-25 10:01:43,96
2023-05-25 10:16:43,96
2023-05-25 10:31:45,96
2023-05-25 10:46:46,96
2023-05-25 11:01:47,96
2023-05-25 11:16:48,96
2023-05-25 11:31:49,96
2023-05-25 11:46:50,96
2023-05-25 12:01:51,96
2023-05-25 12:16:51,96
2023-05-25 12:31:53,96
2023-05-25 12:46:53,96
2023-05-25 13:01:54,96
2023-05-25 13:16:55,96
2023-05-25 13:31:56,96
2023-05-25 13:46:57,96
2023-05-25 14:01:58,96
2023-05-25 14:17:00,96
2023-05-25 14:32:00,96
2023-05-25 14:47:01,96
2023-05-25 15:02:02,96
2023-05-25 15:17:03,96
2023-05-25 15:32:04,96
2023-05-25 15:47:06,96
2023-05-25 16:02:06,96
2023-05-25 16:17:07,96
2023-05-25 16:32:08,96
2023-05-25 16:47:09,96
2023-05-25 17:02:10,96
2023-05-25 17:17:11,96
2023-05-25 17:32:12,96
2023-05-25 17:47:13,96
2023-05-25 18:02:14,96
2023-05-25 18:17:15,96
2023-05-25 18:32:16,96
2023-05-25 18:47:17,96
2023-05-25 19:02:18,96
2023-05-25 19:17:19,96
2023-05-25 19:32:19,96
2023-05-25 19:47:20,96
2023-05-25 20:02:21,96
2023-05-25 20:17:23,96
2023-05-25 20:32:23,96
2023-05-25 20:47:24,97
2023-05-25 21:02:25,96
2023-05-25 21:17:26,96
2023-05-25 21:32:27,97
2023-05-25 21:47:29,96
2023-05-25 22:02:29,96
2023-05-25 22:17:31,97
2023-05-25 22:32:31,96
2023-05-25 22:47:32,96
2023-05-25 23:02:33,96
2023-05-25 23:17:34,96
2023-05-25 23:32:35,96
2023-05-25 23:47:36,97
2023-05-26 00:02:37,96
2023-05-26 00:17:37,96
2023-05-26 00:32:38,95
2023-05-26 00:47:39,96
2023-05-26 01:02:40,96
2023-05-26 01:17:41,96
2023-05-26 01:32:42,96
2023-05-26 01:47:43,97
2023-05-26 02:02:44,96
2023-05-26 02:17:45,95
2023-05-26 02:32:46,96
2023-05-26 02:47:47,96
2023-05-26 03:02:49,96
2023-05-26 03:17:49,96
2023-05-26 03:32:50,96
2023-05-26 03:47:51,97
2023-05-26 04:02:52,96
2023-05-26 04:17:53,95
2023-05-26 04:32:54,96
2023-05-26 04:47:55,96
2023-05-26 05:02:56,96
2023-05-26 05:17:57,96
2023-05-26 05:32:58,95
2023-05-26 05:47:59,96
2023-05-26 06:03:00,96
2023-05-26 06:18:00,96
2023-05-26 06:33:01,96
2023-05-26 06:48:03,96
2023-05-26 07:03:05,96
2023-05-26 07:18:05,96
2023-05-26 07:33:07,96
2023-05-26 07:48:07,96
2023-05-26 08:03:09,96
2023-05-26 08:18:09,96
2023-05-26 08:33:10,96
2023-05-26 08:48:11,96
2023-05-26 09:03:12,96
2023-05-26 09:18:12,96
2023-05-26 09:33:13,96
2023-05-26 09:48:14,96
2023-05-26 10:03:15,96
2023-05-26 10:18:16,97
2023-05-26 10:33:17,96
2023-05-26 10:48:18,96
2023-05-26 11:03:19,96
2023-05-26 11:18:20,96
2023-05-26 11:33:21,96
2023-05-26 11:48:22,96
2023-05-26 12:03:22,96
2023-05-26 12:18:23,96
2023-05-26 12:33:24,96
2023-05-26 12:48:25,96
2023-05-26 13:03:26,96
2023-05-26 13:18:27,96
2023-05-26 13:33:28,96
2023-05-26 13:48:29,96
2023-05-26 14:03:30,96
2023-05-26 14:18:31,96
2023-05-26 14:33:32,96
2023-05-26 14:48:33,96
2023-05-26 15:03:34,96
2023-05-26 15:18:35,96
2023-05-26 15:33:36,96
2023-05-26 15:48:36,96
2023-05-26 16:03:37,96
2023-05-26 16:18:40,96
2023-05-26 16:33:40,96
2023-05-26 16:48:41,96
2023-05-26 17:03:42,96
2023-05-26 17:18:43,96
2023-05-26 17:33:44,96
2023-05-26 17:48:45,96
2023-05-26 18:03:46,96
2023-05-26 18:18:47,96
2023-05-26 18:33:48,96
2023-05-26 18:48:49,96
2023-05-26 19:03:50,96
2023-05-26 19:18:51,96
2023-05-26 19:33:52,96
2023-05-26 19:48:53,96
2023-05-26 20:03:54,96
2023-05-26 20:18:54,96
2023-05-26 20:33:56,96
2023-05-26 20:48:57,96
2023-05-26 21:03:59,96
